,Text,Language,lang_abbr,text_pp
2025,क्या आपको बुरा लगा अगर मैं यहाँ कूद जाऊं?,Hindi,Hin,
1998,कैसा चल रहा है?,Hindi,Hin,
2032,"यकीन है, आपके मन में क्या है?",Hindi,Hin, 
2020,"क्षमा करें, मैंने ऐसा नहीं पकड़ा। क्या आप इसे दोहराएंगे?",Hindi,Hin, 
2033,"मैं सभी सप्ताहांत मुक्त हूँ, चलो कुछ करते हैं। नहीं, क्षमा करें, मैंने पहले से ही कुछ योजनाओं को पागल कर दिया है। मैं कल की तरह व्यस्त हूँ। मैं कुछ करने के लिए प्यार करता हूँ, लेकिन मैं नहीं कर सकता। अनुमति। क्या आपको बुरा लगा अगर मैं आपके सेल फोन का उपयोग करूं?",Hindi,Hin,      
2010,अमेरिका में संदेह के लिए कोई जगह नहीं है यदि आप किसी को एसएमएस करना चाहते हैं या उन्हें एक संदेश भेजते हैं जिसे आप पाठ को पाठ कहते हैं तो मैं आपको पाठ लिखूंगा जिसका मतलब है कि मैं आपको व्हाट्सएप या टेलीग्राम या संदेशवाहक के माध्यम से एक संदेश भेजूंगा जिसका उपयोग मैं करूँगा पाठ आप फिर से किसी को खुश करने के लिए उन्हें बताने के लिए परेशान न होने के लिए आप कह सकते हैं कि यह इसके लायक नहीं है जैसे आप क्यों रो रहे हैं?,Hindi,Hin,
2009,"चलो। आप इसे कर सकते हैं आप टोफेल को पास कर सकते हैं आप उस गम को पास कर सकते हैं जो आपको मिल जाएगा। आप ऐसा कर सकते हैं यदि कोई व्यक्ति वास्तव में अच्छा कर रहा है, तो आप उन्हें बता सकते हैं कि अच्छे काम को बनाए रखने के लिए अच्छे काम को बनाए रखें जैसे कि आप हैं और अच्छा काम जारी रखें एक और वाक्यांश बोलचाल है, और यह वही है जो आमेरिकेन है कहते हैं। कि जलाया जाता है जिसका अर्थ है कि अद्भुत है कई अमृत कैलीफ़ोर्निया में कहा गया है। ओह, कि जलाया गया है और आप शायद इसे गाने में सुना है कि ' s lit अगर कोई व्यक्ति विफलताओं के बाद सफल होता है, तो आप कह सकते हैं कि आप वहां जाते हैं, मैंने आपको बताया कि आप इसे बनाने जा रहे हैं, अगर आप थक गए हैं तो आप किसी से पूछ रहे हैं और आप यह कहना चाहते हैं कि आप बिल्कुल नहीं थक रहे हैं थोडा नहीं कह सकते। मैं इसे जारी रखना चाहता हूं, जब मैं आपसे पूछ रहा हूं कि कोई आपको थका नहीं है, तो आपको यकीन है कि आप कह सकते हैं कि इसमें कोई जगह नहीं है?",Hindi,Hin,      s lit        
2037,"मैं सोच रहा था कि क्या यो मेरी मदद कर सकता है। बिलकुल कोई परेशानी नही। हाँ बिलकुल। मुझे मदद करने में खुशी होगी। क्षमा करें, मैं अभी नहीं कर सकता। मुझे डर है कि मैं नहीं कर सकता। प्रस्ताव बनाना। क्या मैं आपको एक गिलास पानी पिला सकता हूँ?",Hindi,Hin,  
2038,कैसे कुछ आइसक्रीम के बारे में?,Hindi,Hin,
1994,"[151] अन्य विकिपीडिया के बारे में कहते हैं कि कोई भी संपादन कर सकता है जैसे द ऑफिस के एक प्रकरण ""द नेगोशिएशन"", जिसमें पात्र माइकल स्कॉट ने कहा, ""विकिपीडिया एक सबसे अच्छी चीज है"".",Hindi,Hin,      
2006,और आपको वह नहीं मिला जो दूसरा व्यक्ति कह रहा था आप कह सकते हैं कि आप कह रहे थे और एक प्रश्न चिह्न के साथ। जिसका अर्थ है जो व्यक्ति को एक बार फिर से दोहराने के लिए प्रेरित करता है?,Hindi,Hin,
2005,"अगर आप किसी से पूछते हैं कि आप रोने के लिए परेशान न हों तो आप कह सकते हैं कि इसे दिल पर मत लें। इसे गंभीरता से दिल की तरह न लें ताकि परेशान न हों, इसे दिल पर न लें। यह पूछने का एक और तरीका कि क्या आपने वाक्यांश का एक हिस्सा नहीं पकड़ा है, तो आप कह सकते हैं कि मैंने अंतिम शब्द नहीं पकड़ा था। मुझे माफ कर दो। क्या आप इसे दोहरा सकते हैं क्योंकि मैंने अंतिम शब्द को नहीं पकड़ा अगर वह चाहता है कि कोई व्यक्ति पूरे वाक्यांश को फिर से दोहराए। आप सॉरी कह सकते हैं। मैं नहीं सुन रहा था क्योंकि शायद आप व्यस्त थे। शायद आप फोन पर बात कर रहे थे और कोई आपसे बात कर रहा था, और आप पसंद कर रहे हैं। बाप रे बाप। क्षमा करें, मैं नहीं सुन रहा था। क्या आप इसे दोहरा सकते हैं?। मुझे माफ कर दो। मैं एक और वाक्यांश नहीं सुन रहा था जो मैं हर समय उपयोग करता हूं। इससे कोई फर्क नहीं पड़ता कि अगर आप अपनी कॉफी मुझे छोड़ दें तो चिंता न करें। यह ऐसा है जैसे कोई फर्क नहीं पड़ता। मैं ठीक हो जाऊंगा। मैं' वैसे भी कपड़े धोने के लिए जा रहा हूँ। यदि आप किसी को शुभकामना देना चाहते हैं तो कोई बात नहीं। और मैं हमेशा ऐसा करता हूं कि आप कह सकते हैं कि उंगलियां पार हो गई हैं और आप उंगलियों को उस तरह से पार करते हैं। उंगलियों को पार कर। एक और वाक्यांश है कि अमेरिकन्स का उपयोग ओह बुरा है जो इसे समझाता है और। स्थिति यह है कि आपको कुछ नहीं मिला और फिर आपको एक अतिरिक्त प्रभाव मिलता है, और आप इसे प्राप्त करते हैं। और आप ओह की तरह हैं जो इसे बताते हैं जो इसे समझाते हैं। व्यक्ति को परेशान न होने के लिए कहने का एक और तरीका यह है कि आप कह सकते हैं कि चीजें ठीक हो सकती हैं। अगर आपके पास उस व्यक्ति का नाम नहीं है जिससे आप उससे बात करना चाहते हैं तो परेशान न हों। आप कह सकते हैं कि आप जानते हैं कि आपको परेशान करने के लिए खेद है। किसी की व्यस्तता आपको हमेशा परेशान करने के लिए सॉरी कह सकती है और फिर आप आगे जाकर पूछ सकते हैं। आपको परेशान करने के लिए क्षमा करें। यदि आप किसी के बारे में कुछ के बीच में हैं ' आपसे कुछ पूछने के लिए आप ओह कह सकते हैं। आप किसी चीज के बीच में हैं और किसी को किसी के कहने पर आप कुछ ऐसा करने के लिए कह रहे हैं, मुझे खेद है। मैं एक मिनट में आपके साथ रहूँगा और मैं आपके साथ रहूँगा और आप कुछ करना फिर से शुरू करेंगे और आप कहेंगे कि हम कहाँ थे। जैसे कि हम कब रुके थे हम कहाँ थे और आपको इसे दोहराना होगा क्योंकि यह क्या ध्वनि है कि कुछ लोग कुछ गलती करते हैं। इसलिए यह अभ्यास करने का एक शानदार तरीका है कि अगर आप बातचीत के बीच में हैं तो हम फिर से कहाँ थे?",Hindi,Hin,                                 
2003,क्या हो रहा है अगर आप कुछ नहीं पकड़ते हैं या यह उस व्यक्ति को समझ नहीं पाया जिसे आप हमेशा पूछ सकते हैं कि क्या मैंने आपको सही किया है?,Hindi,Hin,
2024,"मुझे लगता है कि यह एक अच्छा विचार है। मैं ईमानदारी से नहीं लगता कि यह काम करने जा रहा है। जहाँ तक मेरा सवाल है, यह शहर का सबसे अच्छा रेस्तरां है। एक सवाल से बचना। मैं इस मामले पर एक राय नहीं है। मुझे उस पर वापस आने दो। मैं कहने के लिए स्वतंत्रता पर नहीं हूँ। सहमत और असहमति जताई। मैं और अधिक सहमत नहीं हो सकता। आप बिल्कुल सही कह रहे है। मैं आपसे 100% सहमत हूँ। तुमने सिर पर कील ठोक दी है। मुझे यकीन नहीं है मैं सहमत हूँ मुझे डर है कि मैं असहमत हूं। मुझे लगता है कि आप गलत हैं। विनम्रता से व्यवधान डालना। आपको बाधित करने के लिए खेद है। क्या मैं आपको एक पल के लिए वहाँ रोक सकता हूँ?",Hindi,Hin,        
1990,"[115] चूंकि विकिपीडिया वेब आधारित है और इसलिए पूरी दुनिया में समान भाषा संस्करण के योगदानकर्ता भिन्न बोलियों का प्रयोग कर सकते हैं या भिन्न देशों से आ सकते हैं (जैसा कि अंग्रेजी संस्करण के मामले में होता है) 
इन अंतरों के कारण वर्तनी अंतर (जैसे रंग बनाम रंग)[116] या दृष्टिकोण पर कुछ मतभेद हो सकते हैं। 
[117]
हालाँकि वैश्विक नीतियों जैसे ""न्यूट्रल पॉइंट ऑफ़ व्यू"" के लिए कई भाषाओँ के संस्करण हैं, वे नीति और अभ्यास के कुछ बिन्दुओं पर वितरित हो जाते हैं, सबसे विशेषकर उन छवियों पर जिन्हें मुफ्त लाइसेंस प्राप्त नहीं हुआ है, उनका उपयोग उचित उपयोग के एक दावे के अर्न्तगत किया जा सकता है। 
[118][119][120] जिमी वेल्स ने विकिपीडिया को इस प्रकार से वर्णित किया है, ""ग्रह पर हर एक व्यक्ति के लिए उनकी अपनी भाषा में उच्चतम संभव गुणवत्ता का एक मुफ्त विश्वकोश बनाने और वितरित करने का एक प्रयास""। 
[121] हालाँकि प्रत्येक भाषा संस्करण कम या अधिक स्वतंत्र रूप से कार्य करता है, उन सब पर निगरानी रखने के लिए कुछ प्रयास किये जाते हैं। 
वे आंशिक रूप से मेटा विकी के द्वारा समन्वित किये जाते हैं, विकिमीडिया फाउंडेशन का विकी इसकी सभी परियोजनाओं (विकिपीडिया और अन्य) के रख रखाव के लिए समर्पित है।
[122] उदाहरण के लिए, मेटा-विकी विकिपीडिया के सभी भाषा संस्करणों पर महत्वपूर्ण आंकडे उपलब्ध करता है,[123] और यह हर विकिपीडिया में आवश्यक लेखों की सूची रखता है।[124] यह सूची विषय के अनुसार मूल अवयवों से प्रसंग रखती है: जीवनी, इतिहास, भूगोल, समाज, संस्कृति, विज्ञान, प्रौद्योगिकी, खाद्य पदार्थ और गणित.",Hindi,Hin,                                    
2011,यह इसके लायक नहीं है। आप उस समस्या से बहुत बेहतर हैं जिसके बारे में आप रो रहे हैं ' अपने आँसुओं के लायक नहीं है। यह इस लायक नहीं है कि मैं व्यक्तिगत रूप से आपको पसंद किए जाने वाले वाक्यांश से प्यार करता हूं जिसका अर्थ है कि आप अद्भुत हैं। बाप रे बाप। तुम चट्टान तुम चट्टान?,Hindi,Hin,
2035,"हाँ, कृपया सुनिश्चित करें, आगे बढ़ें। नहीं, बिलकुल नहीं। दुर्भाग्य से, मुझे नहीं कहना है। मैं नहीं बल्कि आप चाहते थे। मुझे डर है मैं कर रहा हूँ अनुरोध करना। क्या आप मुझे नमक देंगे, कृप्या अ?",Hindi,Hin,      
2023,इस पर आपके क्या विचार हैं?,Hindi,Hin,
2016,बहुत बहुत शुक्रिया। आप कैसे हैं?,Hindi,Hin,
2008,मुझे विश्वास नहीं हो रहा है कि आप मुझे मुस्कुराने के लिए किसी को बताने के लिए मज़ाक कर रहे हैं और खुश रहने के लिए आप हमेशा कह सकते हैं कि खुश रहो। अगर आप चाहते हैं कि कोई व्यक्ति रोने की आवाज़ करे और किसी ऐसी चीज़ के बारे में शिकायत करे जो नहीं हो रही है तो आप कह सकते हैं कि मैं आ सकता हूँ क्या आप इसे कर सकते हैं?,Hindi,Hin,
2026,आगे बढ़ें। ज़रूर जाना। मुझे खत्म करते हैं। एक पल के लिए रुकें। सुझाव। आप क्या कहते हैं कि हम फिल्मों में जाते हैं?,Hindi,Hin,
1980,"[42] अंत में, विकिपीडिया एक पक्ष नहीं लेता है।[43] सभी विचार और दृष्टिकोण, यदि बाहरी स्रोतों को निर्दिष्ट कर सकते हैं, उन्हें एक लेख के भीतर कवरेज़ का उपयुक्त हिस्सा मिलना चाहिए। [44] विकिपीडिया के संपादक एक समुदाय के रूप में उन नीतियों और दिशानिर्देशों को लिखते हैं और संशोधित करते हैं,[45] और उन्हें डिलीट करके उन पर बल देते हैं, टैग लगा कर उनकी व्याख्या करते हैं, या लेख की उस सामग्री में संशोधन करते हैं जो उसकी जरूरतों को पूरा करने में असफल होती हैं। 
(डीलीट करना और शामिल करना भी देखें)[46][47] योगदानकर्ता, चाहे वे पंजीकृत हों या नहीं, सॉफ्टवेयर में उपलब्ध उन सुविधाओं का लाभ उठा सकते हैं, जो विकिपीडिया को प्रबल बनाती हैं। 
प्रत्येक लेख से जुड़ा ""इतिहास"" का पृष्ठ लेख के प्रत्येक पिछले दोहरान का रिकॉर्ड रखता है, हालाँकि अभियोगपत्र के अवयवों, आपराधिक धमकी या कॉपीराइट के उल्लंघन के दोहरान को बाद में हटाया जा सकता है।
[48][49] यह सुविधा पुराने और नए संस्करणों की तुलना को आसान बनाती है, उन परिवर्तनों को अन्डू करने में मदद करती है जो संपादक को अनावश्यक लगते हैं, या खोये हुए अवयवों को रीस्टोर करने में भी मदद करती है। प्रत्येक लेख से सम्बंधित ""डिस्कशन (चर्चा)"" के पृष्ठ कई संपादकों के बीच कार्य का समन्वय करने के लिए प्रयुक्त किये जाते हैं।
[50] नियमित योगदानकर्ता अक्सर, अपनी रूचि के लेखों की एक ""वॉचलिस्ट"" बना कर रखते हैं, ताकि वे उन लेखों में हाल ही में हुए सभी परिवर्तनों पर आसानी से टैब्स रख सकें.",Hindi,Hin,                               
2000,"वाक्यांश संख्या दो, जब आपने किसी को कुछ समय के लिए नहीं देखा है, तो आप उसे बताएंगे कि कोई समय नहीं है, तो इसका मतलब है कि आपने इस व्यक्ति को शायद हफ्तों या महीनों में नहीं देखा है जब तक कि वाक्यांश संख्या नहीं देखी जाती है। तीन अगर आप पूछना चाहते हैं कि आप क्या कर रहे हैं। आप पूछते हैं कि आपके जीवन में क्या चल रहा था?",Hindi,Hin,      
1981,"बोट्स नामक कंप्यूटर प्रोग्राम के निर्माण के बाद से ही इसका प्रयोग व्यापक रूप से विध्वंस प्रवृति को हटाने के लिए किया जाता रहा है,[18] इसका प्रयोग गलत वर्तनी और शैलीगत मुद्दों को सही करने के लिए और सांख्यिकीय आंकडों से मानक प्रारूप में भूगोल की प्रविष्टियों जैसे लेख को शुरू करने के लिए किया जाता है। संपादन मॉडल का खुला स्वभाव विकिपीडिया के अधिकांश आलोचकों के लिए केंद्र बना रहा है। 
उदाहरण के लिए, किसी भी अवसर पर, एक लेख का पाठक यह सुनिश्चित नहीं कर सकता कि जिस लेख को वह पढ़ रहा है उसमें विध्वंस प्रवृति शामिल है या नहीं। आलोचक तर्क देते हैं कि गैर विशेषज्ञ सम्पादन गुणवत्ता को कम कर देता है। क्योंकि योगदानकर्ता आम तौर पर पूरे दोहरान के बजाय एक प्रविष्टि के छोटे हिस्से को पुनः लिखते हैं, एक प्रविष्टि में उच्च और निम्न गुणवत्ता के अवयव परस्पर मिश्रित हो सकते हैं। 
इतिहासकार रॉय रोजेनजवीग ने कहा: ""कुल मिलाकर, लेखन विकिपीडिया का कमजोर आधार है। समितियां कभी कभी अच्छा लिखती हैं और विकिपीडिया की प्रविष्टियों की गुणवत्ता अक्सर अस्थिर होती है जो भिन्न लोगों के द्वारा लिखे गए वाक्यों या प्रकरणों के परस्पर मिलने का परिणाम होती हैं। ""
[51] ये सभी सटीक सूचना के एक स्रोत के रूप में विकिपीडिया की विश्वसनीयता पर सवाल पैदा करते हैं। 2008 में, दो शोधकर्ताओं ने सिद्धांत दिया कि विकिपीडिया का विकास सतत है।
[52] विकिपीडिया पर व्यवस्थित पूर्वाग्रह और असंगति प्रदर्शित करने का आरोप लगाया गया है;[15] आलोचकों का तर्क है कि अधिकांश जानकारी के लिए उपयुक्त स्रोतों की कमी और विकिपीडिया का खुला स्वभाव इसे अविश्वसनीय बनाता है। 
[53] कुछ टिप्पणीकारों का सुझाव है कि विकिपीडिया आमतौर पर विश्वसनीय है, लेकिन किसी भी दिए गए लेख की विश्वसनीयता हमेशा स्पष्ट नहीं होती है।[13] पारंपरिक सन्दर्भ कार्य जैसे एन्साइक्लोपीडिया ब्रिटेनिका (Encyclopædia Britannica) के सम्पादक, एक विश्वकोश के रूप में परियोजना की उपयोगिता और प्रतिष्ठा पर सवाल उठाते हैं। [54] विश्वविद्यालयों के कई प्रवक्ता अकादमिक कार्य में किसी भी एनसाइक्लोपीडिया, का प्राथमिक स्रोत के रूप में उपयोग करने से छात्रों को हतोत्साहित करते हैं;[55] कुछ तो विशेष रूप से विकिपीडिया के उपयोग को निषिद्ध करते हैं।[56] सह संस्थापक जिमी वेल्स इस बात पर ज़ोर देते है कि किसी भी प्रकार का विश्वकोश आमतौर पर प्राथमिक स्रोत के रूप में उपयुक्त नहीं हैं और प्राधिकृत के रूप से इस पर भरोसा नहीं किया जाना चाहिए।[57] उपयोगकर्ताओं की गोपनीयता के परिणामस्वरूप लेखे-जोखे की क्षमता की कमी के सम्बन्ध में भी मुद्दे उठाये गए हैं,[58] साथ ही कृत्रिम सूचना की प्रविष्टि, विध्वंस प्रवृति और इसी तरह की अन्य समस्याएं भी सामने आयी हैं।
विशेष रूप से एक घटना, जिसका बहुत प्रचार हुआ, में अमेरिकी राजनीतिज्ञ जॉन सीजेनथेलर की जीवनी के बारे में गलत जानकारी डाल दी गयी और चार महीने तक इसका पता नहीं लगाया जा सका।
[59]USA टुडे के फाउन्डिंग एडिटोरिअल डायरेक्टर और वेंडरबिल्ट विश्वविद्यालय में फ्रीडम फोरम फर्स्ट अमेरिकन सेंटर के संस्थापक जॉन सीजेनथेलर ने जिमी वेल्स को बुलाया और उससे पूछा, ""....
क्या आप.............जानते हैं कि यह किसने लिखा है?",Hindi,Hin,                          Encyclopdia Britannica                USA     
2029,कल के लिए कोई योजना मिली?,Hindi,Hin,
2018,क्या आपको पता होगा कि पुस्तकालय कहाँ है?,Hindi,Hin,
2014,और बताओ क्या हो रहा है?,Hindi,Hin,
2002,"अच्छी तरह से आप बस जवाब दे सकते हैं कि सब कुछ वास्तव में अच्छा नहीं है। अगला वाक्यांश शिकायत नहीं कर सकता है कि कोई व्यक्ति आपको कुछ बताता है और आपने वास्तव में बातचीत में इसका उल्लेख नहीं किया है जैसे कि वे किसी भी तरह से अनुमान लगाते हैं कि आपके पास एक नया काम है, और आप उससे पूछते हैं। आपको कैसे मालूम?। आपको यह खबर कैसे लगी पता है अगर कोई एक अच्छा मजाक बताता है तो आप बता सकते हैं कि यह एक अच्छा है। यह एक महान मजाक है इसलिए यह वाक्यांश एक अच्छा है। यदि आप किसी को धन्यवाद देना चाहते हैं, तो आप कह सकते हैं कि यह आपके लिए बहुत बहुत धन्यवाद है कि ऐसा करने के लिए आपका बहुत बहुत धन्यवाद। आपकी सहायता करने की कोशिश कर रहा था, लेकिन आप जो कह सकते हैं, उस तक नहीं पहुँच सके। धन्यवाद वैसे भी यह कोई फर्क नहीं पड़ता, लेकिन वैसे भी धन्यवाद। आपके प्रयास के लिए धन्यवाद। वैसे भी धन्यवाद नहीं, और एक और वाक्यांश जो मैं अपने ईमेल में कभी-कभी उपयोग करता हूं जब मैंने किसी व्यक्ति के लिए नहीं पूछा है। मैं पूछता हूं और फिर अंत में कहता हूं। अग्रिम धन्यवाद, जिसका अर्थ है कि मैं वास्तव में आशा करता हूं कि आप कर रहे हैं। यह पहले से आपको धन्यवाद देता हूं। अग्रिम धन्यवाद अगर किसी ने कोई गलती की है, और वह वास्तव में इसके बारे में परेशान है। आप बस कोई चिंता नहीं कह सकते हैं। चिंता मत करो, चिंता मत करो, जिसका मतलब है कि इसके बारे में चिंता मत करो। यह ठीक है। कोई चिंता नहीं है कि आप घर आए और आपके सभी दोस्त आपके सोफे पर बैठे हों। और तुम यहाँ क्या हो रहा है जैसे तुम यहाँ क्या कर रहे हो?",Hindi,Hin,                    
2031,क्या आप इस सप्ताह के अंत में कुछ करना चाहते हैं?,Hindi,Hin,
1989,"[3] जुलाई 2008 को, पांच सबसे बड़े भाषा संस्करण हैं (लेख गणना के क्रम में)- अंग्रेजी, जर्मन, फ्रेंच, पॉलिश और जापानी विकिपीडिया.",Hindi,Hin,       
2001,सब कुछ होने से पहले आप उन्हें उठाने के लिए क्या कर रहे हैं?,Hindi,Hin,
