,Text,Language,lang_abbr,text_pp
3215,e disse que queria se casar comigo ele tinha vindo em uma carruagem dourada e ele estava vestido de cima a baixo e de ouro também que sonho bobo.,Portugeese,Por,e disse que queria se casar comigo ele tinha vindo em uma carruagem dourada e ele estava vestido de cima a baixo e de ouro tambm que sonho bobo
3216,e você sabe que a melhor parte foi quando eu estava com meu vestido de noiva que era de ouro também é claro que todo mundo estava olhando só para mim narcisa não há nada de incrível nesse sonho.,Portugeese,Por,e voca sabe que a melhor parte foi quando eu estava com meu vestido de noiva que era de ouro tambm claro que todo mundo estava olhando sxf para mim narcisa no h nada de incrdvel nesse sonho
3217,foi um sonho muito egoísta mãe você não sabe o que está dizendo aquele sonho me fez perceber que eu preciso de comida muito mais grandiosa do que o tipo que como aqui em casa pão feito de ouro.,Portugeese,Por,foi um sonho muito egodsta me voca no sabe o que est dizendo aquele sonho me fez perceber que eu preciso de comida muito mais grandiosa do que o tipo que como aqui em casa po feito de ouro
3218,apenas pense naquela pobre mãe narciso estava tão preocupada com sua filha e como.,Portugeese,Por,apenas pense naquela pobre me narciso estava to preocupada com sua filha e como
3219,"ela viveria sua vida naquele dia dois amigos vieram visitar a mãe narciso eles eram mellie e terry os três eram amigos há muito tempo, mas terry e ellie tinham um segredo dos dois.",Portugeese,Por,ela viveria sua vida naquele dia dois amigos vieram visitar a me narciso eles eram mellie e terry os tras eram amigos h muito tempo mas terry e ellie tinham um segredo dos dois
3220,"eram seres mágicos algo que a mãe de narcisse não sabia nada sobre terry melli oh é tão bom ver você, já faz muito tempo, não como você tem estado eu tenho sido muito bom eu teria sido melhor se ao menos se ao menos minha filha narcisa fosse um pouco mais compreensiva marian contou a mellie e terry tudo sobre narcisa e como ela estava preocupada com ela ela quer comer pão feito de ouro o que faço bem com ela talvez se o sonho dela se tornar realidade.",Portugeese,Por,eram seres mgicos algo que a me de narcisse no sabia nada sobre terry melli oh to bom ver voca j faz muito tempo no como voca tem estado eu tenho sido muito bom eu teria sido melhor se ao menos se ao menos minha filha narcisa fosse um pouco mais compreensiva marian contou a mellie e terry tudo sobre narcisa e como ela estava preocupada com ela quer comer po feito de ouro o que fao bem com ela talvez se o sonho dela se tornar realidade
3221,"Isso seria maravilhoso, não seria bem, não importa, eu acho que com o tempo ela aprenderá, vamos conversar sobre outra coisa.",Portugeese,Por,Isso seria maravilhoso no seria bem no importa eu acho que com o tempo ela aprender vamos conversar sobre outra coisa
3222,"agora, mais tarde, mellie e terry acenaram para se despedir do velho amigo e foram embora sorrindo secretamente uma para a outra naquela noite, mãe e filha.",Portugeese,Por,agora mais tarde mellie e terry acenaram para se despedir do velho amigo e foram embora sorrindo secretamente uma para a outra naquela noite me e filha
3223,"prepare-se para a cama mãe, eu realmente espero que meu sonho se torne realidade, você sabe, oh narcisa no dia seguinte como narcisa e sua mãe estavam fora em seu jardim lindo.",Portugeese,Por,preparese para a cama me eu realmente espero que meu sonho se torne realidade voca sabe oh narcisa no dia seguinte como narcisa e sua me estavam fora em seu jardim lindo
3224,"uma carruagem dourada veio cavalgando até eles, era cravejada de pedras preciosas e diamantes e parecia extremamente impressionante.",Portugeese,Por,uma carruagem dourada veio cavalgando at eles era cravejada de pedras preciosas e diamantes e parecia extremamente impressionante
3225,"assim que parou um homem bonito saiu dele e olhou para narcisa ela ficou completamente surpresa com o quão bonito ele era, meu sonho está realmente se tornando realidade umm.",Portugeese,Por,assim que parou um homem bonito saiu dele e olhou para narcisa ela ficou completamente surpresa com o quo bonito ele era meu sonho est realmente se tornando realidade umm
3226,"oi eu vim aqui para pedir a mão de narciso em casamento, mas como você sabe o nome dela e quem é você.",Portugeese,Por,oi eu vim aqui para pedir a mo de narciso em casamento mas como voca sabe o nome dela e quem voca
3227,"eu sou terrence o anjo da boa fortuna o nome e a beleza da sua filha são conhecidos em todo o mundo aqui eu trouxe um presente para você, mas você mal o conhece, você não pode ir com ele.",Portugeese,Por,eu sou terrence o anjo da boa fortuna o nome e a beleza da sua filha so conhecidos em todo o mundo aqui eu trouxe um presente para voca mas voca mal o conhece voca no pode ir com ele
3228,oh bobo ele é rico e bonito o que mais eu poderia querer terrence?,Portugeese,Por,oh bobo ele rico e bonito o que mais eu poderia querer terrence
3229,Aceito sua proposta.,Portugeese,Por,Aceito sua proposta
3230,e com isso ela entrou em sua carruagem e sem nem mesmo se despedir de sua mãe cavalgou com o anjo enquanto eles estavam viajando a carruagem de repente entrou em um portal mágico lá viajou por uma área tempestuosa a carruagem sacolejou tremendamente e narcissa.,Portugeese,Por,e com isso ela entrou em sua carruagem e sem nem mesmo se despedir de sua me cavalgou com o anjo enquanto eles estavam viajando a carruagem de repente entrou em um portal mgico l viajou por uma rea tempestuosa a carruagem sacolejou tremendamente e narcissa
3231,"estava com muito medo, não se preocupe, minha querida, tudo isso acabará logo, assim que ele disse isso, a carruagem passou por outro portal e chegou à garagem.",Portugeese,Por,estava com muito medo no se preocupe minha querida tudo isso acabar logo assim que ele disse isso a carruagem passou por outro portal e chegou garagem
3232,"de um enorme e magnífico castelo dourado Narcisa ficou maravilhada com toda a beleza que viu Eu sabia que mereço tantas riquezas Eu sabia que você gostaria, tudo o que quiser, você encontrará aqui desde os vestidos mais bonitos até as comidas mais saborosas.",Portugeese,Por,de um enorme e magndfico castelo dourado Narcisa ficou maravilhada com toda a beleza que viu Eu sabia que mereo tantas riquezas Eu sabia que voca gostaria tudo o que quiser voca encontrar aqui desde os vestidos mais bonitos at as comidas mais saborosas
3233,"no meu palácio, por falar em comida, estou com muita fome depois daquela cavalgada Estou morrendo de fome, posso comer um pouco daquela comida saborosa, é claro?",Portugeese,Por,no meu palcio por falar em comida estou com muita fome depois daquela cavalgada Estou morrendo de fome posso comer um pouco daquela comida saborosa claro
3234,"Carne fedorenta melissa ela vai buscar o que você quiser Eu ouvi muito sobre você, pobre querido, você está com fome, não venha, vamos para a mesa de jantar e Vou pegar um pouco de comida para você, obrigado, eles foram para a sala de jantar e sobre a mesa estava a comida mais incrível que a narcisa já tinha visto, porque é porque as geléias são feitas.",Portugeese,Por,Carne fedorenta melissa ela vai buscar o que voca quiser Eu ouvi muito sobre voca pobre querido voca est com fome no venha vamos para a mesa de jantar e Vou pegar um pouco de comida para voca obrigado eles foram para a sala de jantar e sobre a mesa estava a comida mais incrdvel que a narcisa j tinha visto porque porque as gelias so feitas
3235,"de rubis as saladas de esmeraldas e o pão ali é feito de pão dourado dourado como esta geléia ficará linda e terá um sabor adorável com o pão que ela pegou com a. geléia de rubi sobre ele e deu uma mordida enorme isso é tão quente que eu não posso comer tão bem é pão feito de ouro e o melhor também, mas se você não pode comer, eu deveria te dar pão de prata prata huh por que não você come.",Portugeese,Por,de rubis as saladas de esmeraldas e o po ali feito de po dourado como esta gelia ficar linda e ter um sabor adorvel com o po que ela pegou com a gelia de rubi sobre ele e deu uma mordida enorme isso to quente que eu no posso comer to bem po feito de ouro e o melhor tambm mas se voca no pode comer eu deveria te dar po de prata huh por que no voca come
3236,"outra coisa, mas eu quero pão normal, pão que eu possa comer, você não tem aquela aparência tão futura esposa do meu pai?",Portugeese,Por,outra coisa mas eu quero po normal po que eu possa comer voca no tem aquela aparancia to futura esposa do meu pai
3237,"mas estava com o coração partido por tudo que era intragável, ela logo começou a chorar eu não quero isso, mas a comida é muito boa.",Portugeese,Por,mas estava com o corao partido por tudo que era intragvel ela logo comeou a chorar eu no quero isso mas a comida muito boa
3238,"experimente aqui algumas batatas douradas, elas são muito boas e depois que você se casar comigo.",Portugeese,Por,experimente aqui algumas batatas douradas elas so muito boas e depois que voca se casar comigo
3239,"você vai ter que comer tudo isso Eu pensei que você gostasse de coisas chiques não, eu não quero casar com você, eu quero ir para casa.",Portugeese,Por,voca vai ter que comer tudo isso Eu pensei que voca gostasse de coisas chiques no eu no quero casar com voca eu quero ir para casa
3240,para minha mãe deixe-me ir para casa melissa e terrence se entreolharam e piscaram bem.,Portugeese,Por,para minha me deixeme ir para casa melissa e terrence se entreolharam e piscaram bem
3241,"se isso é mesmo o que você quer, então eu vou te levar para casa terrence levou o choro e infeliz.",Portugeese,Por,se isso mesmo o que voca quer ento eu vou te levar para casa terrence levou o choro e infeliz
3242,"narcis em casa, na carruagem, ela começou a pensar profundamente sobre as escolhas que fizera ao chegar em casa.",Portugeese,Por,narcis em casa na carruagem ela comeou a pensar profundamente sobre as escolhas que fizera ao chegar em casa
3243,ela correu para abraçar a mãe que estava sentada em casa triste nem irmã da minha querida filha pensei que nunca mais te veria.,Portugeese,Por,ela correu para abraar a me que estava sentada em casa triste nem irm da minha querida filha pensei que nunca mais te veria
3244,"oh mãe eu te amo tanto e você estava certa aparência e riquezas não são tudo o pão de ouro era inútil porque eu não poderia comê-lo e o homem mesmo ele era bonito, ele não se importava nem um pouco comigo, mas minha querida, você percebe que é exatamente assim que você tratava os outros?",Portugeese,Por,oh me eu te amo tanto e voca estava certa aparancia e riquezas no so tudo o po de ouro era inxfatil porque eu no poderia comalo e o homem mesmo ele era bonito ele no se importava nem um pouco comigo mas minha querida voca percebe que exatamente assim que voca tratava os outros
3245,"qual foi o seu erro, vamos alimentar você com algo legal daquele dia em diante.",Portugeese,Por,qual foi o seu erro vamos alimentar voca com algo legal daquele dia em diante
3246,"narcisa mudou seus hábitos, ela lutou no início, mas lentamente e pacientemente ela começou a se tornar muito mais legal um dia, mellie e terry vieram se encontrar com marian novamente oh, olá vocês dois, então nos digam marian.",Portugeese,Por,narcisa mudou seus hbitos ela lutou no indcio mas lentamente e pacientemente ela comeou a se tornar muito mais legal um dia mellie e terry vieram se encontrar com marian novamente oh ol vocas dois ento nos digam marian
3247,Como' s narcisismo agora marian contou a ambos tudo o que tinha acontecido e ela mudou muito desde aquela época.,Portugeese,Por,Como s narcisismo agora marian contou a ambos tudo o que tinha acontecido e ela mudou muito desde aquela poca
3248,"tem ela, eu acho que ela não iria querer mais pão de ouro agora hein, você sabe.",Portugeese,Por,tem ela eu acho que ela no iria querer mais po de ouro agora hein voca sabe
3249,"Terry, você realmente se parece um pouco com aquele anjo, embora o que estou vendo, como você pode ser ele, vocês dois são tão legais",Portugeese,Por,Terry voca realmente se parece um pouco com aquele anjo embora o que estou vendo como voca pode ser ele vocas dois so to legais
3250,"Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références » En pratique : Quelles sources sont attendues ?",French,Fre,Si vous disposez d ou d de rfrence ou si vous connaissez des sites web de qualit traitant du thme abord ici merci de complter l en donnant les rfrences utiles sa vrifiabilit et en les liant la section bNotes et rfrencesxbb En pratique Quelles sources sont attendues
3251,Comment ajouter mes sources ?,French,Fre,Comment ajouter mes sources
3252,"Cette page ou section est en train d'être traduite en français à partir de l'article Wikipédia Nature rédigé en anglais, raison pour laquelle il peut y avoir des lacunes dans le contenu, des erreurs syntaxiques voire du texte non traduit.",French,Fre,Cette page ou section est en train datre traduite en franais partir de l Wikipdia Nature rdig en anglais raison pour laquelle il peut y avoir des lacunes dans le contenu des erreurs syntaxiques voire du texte non traduit
3253,Vous pouvez aider au développement de Wikipédia en continuant la traduction à partir de l'article original.,French,Fre,Vous pouvez aider au dveloppement de Wikipdia en continuant la traduction partir de l original
3254,"Le mot nature est un terme polysémique (c’est-à-dire qu'il a plusieurs sens) : il peut signifier la composition et la matière d'une chose (ce qu'elle est, son essence), l'origine et le devenir d'une chose, l'ensemble du réel indépendant de la culture humaine, ou l'ensemble des systèmes et des phénomènes naturels[1].",French,Fre,Le mot nature est un terme polysmique cdire qu a plusieurs sens il peut signifier la composition et la matire d chose ce qu est son essence l et le devenir d chose l du rel indpendant de la culture humaine ou l des systmes et des phnomnes naturels
3255,"Au sens commun, la nature peut regrouper : Face au constat des répercussions négatives des activités humaines sur l'environnement biophysique et la perte accélérée de naturalité et de biodiversité au cours des dernières décennies, la protection de la nature et des milieux naturels, la sauvegarde des habitats et des espèces, la mise en place d'un développement durable et raisonnable et l'éducation à l'environnement sont devenues des demandes pour une grande partie des citoyens de la plupart des pays industrialisés.",French,Fre,Au sens commun la nature peut regrouper Face au constat des rpercussions ngatives des activits humaines sur l biophysique et la perte acclre de naturalit et de biodiversit au cours des dernires dcennies la protection de la nature et des milieux naturels la sauvegarde des habitats et des espces la mise en place dveloppement durable et raisonnable et lducation l sont devenues des demandes pour une grande partie des citoyens de la plupart des pays industrialiss
3256,"Les principes de l'éthique environnementale, de nouvelles lois et des chartes de protection de l'environnement fondent le développement d'une idéologie culturelle humaine en relation avec la biosphère.",French,Fre,Les principes de lthique environnementale de nouvelles lois et des chartes de protection de l fondent le dveloppement d idologie culturelle humaine en relation avec la biosphre
3257,"Si l'étymologie du terme « nature » est relativement bien connue, l'évolution de son sens est beaucoup plus complexe à déterminer, et ce terme a connu des significations très différentes voire contradictoires pendant son histoire[1].",French,Fre,Si ltymologie du terme bnaturexbb est relativement bien connue lvolution de son sens est beaucoup plus complexe dterminer et ce terme a connu des significations trs diffrentes voire contradictoires pendant son histoire
3258,Le mot nature est attesté en français depuis 1119[2].,French,Fre,Le mot nature est attest en franais depuis 
3259,"Il vient du latin natura, qui désignait « le cours des choses ; le caractère naturel, la constitution, la qualité ; l'univers » et littéralement « naissance ».",French,Fre,Il vient du latin natura qui dsignait ble cours des choses le caractre naturel la constitution la qualit lxbb et littralement bnaissancexbb
3260,"Le terme vient lui-même du verbe nascor (« naître »), ici au supin[1].",French,Fre,Le terme vient luimame du verbe nascor bnaetrexbb ici au supin
3261,"Si ce terme signifie essentiellement le « caractère inné » au IIe siècle avant notre ère, le latin classique, notamment par le biais de Cicéron, va l'enrichir de tous les sens du terme grec phusis, beaucoup plus complexe et obscur et dont il devient la traduction en philosophie latine[1].",French,Fre,Si ce terme signifie essentiellement le bcaractre innxbb au IIesicle avant notre re le latin classique notamment par le biais de Cicron va l de tous les sens du terme grec phusis beaucoup plus complexe et obscur et dont il devient la traduction en philosophie latine
3262,"Phusis vient du verbe phuein, dérivé de la racine phu qui désigne la croissance végétale.",French,Fre,Phusis vient du verbe phuein driv de la racine phu qui dsigne la croissance vgtale
3263,"Phuein, c'est l'éclosion, ce qui se manifeste en révélant ce qui était contenu dans la semence ; ainsi, le phuein, c'est le propre de la plante qui croît à partir de soi-même, qui a son centre de changement à l'intérieur et non pas à l'extérieur, comme une pierre.",French,Fre,Phuein c lclosion ce qui se manifeste en rvlant ce qui tait contenu dans la semence ainsi le phuein c le propre de la plante qui croet partir de soimame qui a son centre de changement lrieur et non pas lrieur comme une pierre
3264,"Pour Merleau-Ponty, cette parenté de la phusis et du végétal fait que « est nature ce qui a un sens, sans que ce sens ait été posé par la pensée.",French,Fre,Pour MerleauPonty cette parent de la phusis et du vgtal fait que best nature ce qui a un sens sans que ce sens ait t pos par la pense
3265,C'est l'autoproduction d'un sens »[3].,French,Fre,C l d sensxbb
3266,"Cette étymologie indique que les anciens grecs et romains avaient une conception dynamique, « vitaliste » de la nature[1], conception selon laquelle le vivant n'est pas réductible aux lois physico-chimiques de la matière[4].",French,Fre,Cette tymologie indique que les anciens grecs et romains avaient une conception dynamique bvitalistexbb de la nature conception selon laquelle le vivant n pas rductible aux lois physicochimiques de la matire
3267,"Pour les grecs de l'antiquité, Aristote en particulier, la nature est une puissance d'engendrement des êtres, mais cette puissance n'est pas séparée des choses elles-mêmes, elle leur est « immanente » : « chaque être naturel a en soi-même un principe de mouvement et de repos »[5].",French,Fre,Pour les grecs de l Aristote en particulier la nature est une puissance d des atres mais cette puissance n pas spare des choses ellesmames elle leur est bimmanentexbb bchaque atre naturel a en soimame un principe de mouvement et de reposxbb
3268,"Aristote énumère cependant plusieurs définitions différentes de la nature, et introduit une opposition entre le naturel et l'artificiel : le naturel est ce qui est produit par la phusis, ce qui existe par soi-même, l'artificiel est ce qui est produit par la technè, par l'action et le travail (d'Hommes, d'animaux ou de dieux).",French,Fre,Aristote numre cependant plusieurs dfinitions diffrentes de la nature et introduit une opposition entre le naturel et l le naturel est ce qui est produit par la phusis ce qui existe par soimame l est ce qui est produit par la techn par l et le travail d ou de dieux
3269,C'est cette opposition qui sera plus tard reprise dans la philosophie romaine par Cicéron à travers l'opposition nature/culture[1].,French,Fre,C cette opposition qui sera plus tard reprise dans la philosophie romaine par Cicron travers l natureculture
3270,"Cette première approche dynamique et vitaliste s'est estompée au XVIIe siècle où le mot devient synonyme d'univers matériel, réglé par des lois[1].",French,Fre,Cette premire approche dynamique et vitaliste s estompe au XVIIesicle oxf le mot devient synonyme d matriel rgl par des lois
3271,"C'est ainsi que Fontenelle, après Descartes, dira que « la nature est en grand ce qu'une montre est en petit »[6].",French,Fre,C ainsi que Fontenelle aprs Descartes dira que bla nature est en grand ce qu montre est en petitxbb
3272,"Mais si cette vision mécaniste de la nature reste encore largement répandue, elle a été critiquée par la génération romantique au début du XIXe siècle, et notamment par Engels dans son Anti-Dühring[7] : pour lui il faut concevoir la nature, aussi bien sur terre que dans l'univers comme un processus évolutif, historique et dialectique : rien dans la nature ne reste identique à soi, tout change et se transforme en permanence.",French,Fre,Mais si cette vision mcaniste de la nature reste encore largement rpandue elle a t critique par la gnration romantique au dbut du XIXesicle et notamment par Engels dans son AntiDxfchring pour lui il faut concevoir la nature aussi bien sur terre que dans l comme un processus volutif historique et dialectique rien dans la nature ne reste identique soi tout change et se transforme en permanence
3273,"Cette nouvelle approche redevenue dynamique s'illustrera pendant tout le XIXe siècle, notamment à travers Darwin qui instaure, dans la foulée de Buffon, une approche historique de la nature, qui n'est dès lors plus fixe : les espèces évoluent en permanence, ainsi que les milieux dans lesquels elles vivent.",French,Fre,Cette nouvelle approche redevenue dynamique s pendant tout le XIXe sicle notamment travers Darwin qui instaure dans la foule de Buffon une approche historique de la nature qui n ds lors plus fixe les espces voluent en permanence ainsi que les milieux dans lesquels elles vivent
3274,"Tandis que Darwin se concentre sur l'histoire des êtres, celle des roches sera illustrée par Alfred Wegener, qui théorise la dérive des continents.",French,Fre,Tandis que Darwin se concentre sur l des atres celle des roches sera illustre par Alfred Wegener qui thorise la drive des continents
3275,La première grande philosophie de la nature se trouve dans l'œuvre d'Aristote.,French,Fre,La premire grande philosophie de la nature se trouve dans l d
3276,"Selon lui, « la nature ne fait rien en  vain », ce qui signifie que la nature est une puissance orientée vers certaines  fins.",French,Fre,Selon lui bla nature ne fait rien en vainxbb ce qui signifie que la nature est une puissance oriente vers certaines fins
3277,L'explication  scientifique consistera donc à découvrir cette finalité.,French,Fre,L scientifique consistera donc dcouvrir cette finalit
3278,"Par exemple, si l'eau monte dans un tuyau dont on aspire l'air, c'est parce que ""la nature a horreur du vide"".",French,Fre,Par exemple si l monte dans un tuyau dont on aspire l c parce que la nature a horreur du vide
3279,"Selon Jan Patocka, « On peut demander si cette philosophie ne nous offre pas un cas typique d'anthropomorphisme »[8].",French,Fre,Selon Jan Patocka bOn peut demander si cette philosophie ne nous offre pas un cas typique dxbb
3280,En fait Aristote pense l'action de la nature à partir du travail de l'artisan qui imprime une forme à la matière pour arriver à son but qui est de créer un objet.,French,Fre,En fait Aristote pense l de la nature partir du travail de l qui imprime une forme la matire pour arriver son but qui est de crer un objet
3281,La différence est que le travail de l'artisan reste extérieur à la matière alors que la nature agit à l'intérieur de la matière :« chaque être naturel a en soi-même un principe de mouvement et de repos »[9].,French,Fre,La diffrence est que le travail de l reste extrieur la matire alors que la nature agit lrieur de la matirebchaque atre naturel a en soimame un principe de mouvement et de reposxbb
3282,"Mais cette action de la nature est infiniment plus parfaite que celle de l'artisan et de sa ""techné"".« l'homme ne peut produire d'être vivant, ni d'être animé aussi parfait que les êtres de nature »[10].",French,Fre,Mais cette action de la nature est infiniment plus parfaite que celle de l et de sa technbl ne peut produire datre vivant ni datre anim aussi parfait que les atres de naturexbb
3283,C'est pourquoi Aristote affirme que « l'art imite la nature »[11] Cette conception finaliste de la nature a été contredite par la philosophie mecaniste développée au XVII°siècle par Descartes.,French,Fre,C pourquoi Aristote affirme que bl imite la naturexbb Cette conception finaliste de la nature a t contredite par la philosophie mecaniste dveloppe au XVIIxbsicle par Descartes
3284,Selon Miguel Espinoza « le mécanisme est le squelette métaphysique de la science »[12].,French,Fre,Selon Miguel Espinoza ble mcanisme est le squelette mtaphysique de la sciencexbb
3285,"Dans cette philosophie, la nature n'est plus vue comme une puissance orientée vers la perfection et que l'homme devrait imiter, mais comme un univers matériel soumis à des règles   (""les lois de la nature"").",French,Fre,Dans cette philosophie la nature n plus vue comme une puissance oriente vers la perfection et que l devrait imiter mais comme un univers matriel soumis des rgles les lois de la nature
3286,"Connaissant ces règles, l'homme peut alors se rendre « comme maître et possesseur de la nature » (Descartes).",French,Fre,Connaissant ces rgles l peut alors se rendre bcomme maetre et possesseur de la naturexbb Descartes
3287,"Cependant, cette conception réduit la nature à un statut d'objet dont les êtres humains (les sujets) pourraient disposer à leur guise.",French,Fre,Cependant cette conception rduit la nature un statut d dont les atres humains les sujets pourraient disposer leur guise
3288,L'écologie contemporaine a montré les limites de ce dualisme.,French,Fre,Lcologie contemporaine a montr les limites de ce dualisme
3289,"Comme le dit Michel Serres nous devons modifier notre rapport à la nature : il propose dans son livre ""Le contrat naturel"" (1990) de considérer la nature comme ""un sujet de droit"" : « la nature serait ce sujet de droit avec lequel on passerait ce fameux contrat.",French,Fre,Comme le dit Michel Serres nous devons modifier notre rapport la nature il propose dans son livre Le contrat naturel  de considrer la nature comme un sujet de droit bla nature serait ce sujet de droit avec lequel on passerait ce fameux contrat
3290,"»[13] Dans la même perspective François Flahault montre que la séparation de l'homme et de la nature remonte au dualisme platonicien et chrétien qui séparent l'âme et le corps, et il propose de s'en affranchir en prenant conscience que l'homme fait intégralement partie de la nature.",French,Fre,xbb Dans la mame perspective Franois Flahault montre que la sparation de l et de la nature remonte au dualisme platonicien et chrtien qui sparent lme et le corps et il propose de s affranchir en prenant conscience que l fait intgralement partie de la nature
3291,"Il nous faut « reconnaître à qui et à quoi nous devons la vie - et le verbe ""devoir"", ici, nous oriente vers la gratitude et le soin, nous invite à cultiver des relations d'affiliation, à assumer des responsabilités et des devoirs -.",French,Fre,Il nous faut breconnaetre qui et quoi nous devons la vie  et le verbe devoir ici nous oriente vers la gratitude et le soin nous invite cultiver des relations d assumer des responsabilits et des devoirs 
3292,"» [14] Dans l'usage commun et religieux, la nature a longtemps été présentée dichotomiquement en Europe, comme ce qui est autour de l'Homme, qui n'est pas lui (opposé à la culture), et qui est animé par des processus ou des forces qui lui échappent[réf.",French,Fre,xbb  Dans l commun et religieux la nature a longtemps t prsente dichotomiquement en Europe comme ce qui est autour de l qui n pas lui oppos la culture et qui est anim par des processus ou des forces qui lui chappentrf
3293,"souhaitée] vu de façon horizontale, puis lors du Moyen Âge et avec l'arrivée de la pensée industrielle, une hiérarchie entre l'homme et la nature s'impose, l'homme est au-dessus de la nature, jusqu'à arriver à un stade d'opposition à la nature[15].",French,Fre,souhaite vu de faon horizontale puis lors du Moyen xcge et avec le de la pense industrielle une hirarchie entre l et la nature s l est audessus de la nature jusqu arriver un stade d la nature
3294,"À présent, avec les progrès scientifiques, il est généralement considéré comme acquis que l'espèce humaine soit parmi d'autres dans la nature.",French,Fre,xc prsent avec les progrs scientifiques il est gnralement considr comme acquis que lce humaine soit parmi d dans la nature
3295,"Les sciences et notamment l'écologie montrent que la nature (co-)évolue dans le temps et l'espace, selon des dynamiques complexes, incluant celles de l'évolution des espèces, la sélection naturelle, et que les forces animées ou détournées par l'être humain ou d'autres espèces sont devenues capables de modifier les grands processus naturels planétaires.",French,Fre,Les sciences et notamment lcologie montrent que la nature covolue dans le temps et l selon des dynamiques complexes incluant celles de lvolution des espces la slection naturelle et que les forces animes ou dtournes par latre humain ou d espces sont devenues capables de modifier les grands processus naturels plantaires
3296,"Dans l'interprétation des philosophies animistes ou religieuses, la nature est présentée comme manifestant l'équivalent d'une volonté autonome ou d'un sens déterminé.",French,Fre,Dans ltation des philosophies animistes ou religieuses la nature est prsente comme manifestant lquivalent d volont autonome ou d sens dtermin
3297,"Ainsi, celle-ci se vengera de ce qu'on lui fait de mal, ou au contraire rendra au centuple le bien qu'on lui fait.",French,Fre,Ainsi celleci se vengera de ce qu lui fait de mal ou au contraire rendra au centuple le bien qu lui fait
3298,Certains actes sont considérés comme contre nature.,French,Fre,Certains actes sont considrs comme contre nature
3299,"Ces expressions laissent penser que des cultures de l'homme contemporain accordent une valeur particulière à la Nature, d'ordre éthique, d'ordre moral ou d'ordre naturel, qu'il s'y inclut ou non.",French,Fre,Ces expressions laissent penser que des cultures de l contemporain accordent une valeur particulire la Nature d thique d moral ou d naturel qu s inclut ou non
3300,La nature est perçue par les sens et est pensée de façon variable selon les espèces et les individus inclus[réf.,French,Fre,La nature est perue par les sens et est pense de faon variable selon les espces et les individus inclusrf
3301,souhaitée].,French,Fre,souhaite
3302,"Du point de vue philosophique, la distinction se fait simplement entre la nature, la nature des espèces et la représentation de la nature humaine (Homo sapiens).",French,Fre,Du point de vue philosophique la distinction se fait simplement entre la nature la nature des espces et la reprsentation de la nature humaine Homo sapiens
3303,"Le raisonnement confine, limite et précise donc par défaut la capacité humaine et l'envergure à accorder, à reconnaître et à considérer à la valeur de l'exercice.",French,Fre,Le raisonnement confine limite et prcise donc par dfaut la capacit humaine et l accorder reconnaetre et considrer la valeur de l
3304,La représentation de la « nature humaine » correspond logiquement aux philosophies humaines existantes et aux cultures humaines possibles.,French,Fre,La reprsentation de la bnature humainexbb correspond logiquement aux philosophies humaines existantes et aux cultures humaines possibles
3305,"La « philosophie de la nature » est un sujet d'apparence inexplorable par l'être vivant, malgré de multiples miroitements perceptibles.",French,Fre,La bphilosophie de la naturexbb est un sujet d inexplorable par latre vivant malgr de multiples miroitements perceptibles
3306,"D'une certaine façon, on peut dire que le christianisme, suivant la tradition biblique et judaïque, a désacralisé la nature, qui fut alors associée à celle d’une transcendance divine, extérieure à l'homme[1].",French,Fre,D certaine faon on peut dire que le christianisme suivant la tradition biblique et judafque a dsacralis la nature qui fut alors associe celle d transcendance divine extrieure l
3307,Le mot même de « nature » n'apparaît jamais dans la Bible[1].,French,Fre,Le mot mame de bnaturexbb net jamais dans la Bible
3308,"Dans la Genèse, la nature est présentée dans le récit de la Création, comme l'œuvre d'un Dieu créateur : La Création se poursuit tout au long de « six jours ».",French,Fre,Dans la Gense la nature est prsente dans le rcit de la Cration comme l d Dieu crateur La Cration se poursuit tout au long de bsix joursxbb
3309,"Le sixième jour, Dieu crée l'homme et la femme : La nature est alors présentée comme un accès à l’Écriture sainte.",French,Fre,Le sixime jour Dieu cre l et la femme La nature est alors prsente comme un accs lxccriture sainte
3310,"Actuellement, pour les catholiques, la nature est l'appellation laïque de création.",French,Fre,Actuellement pour les catholiques la nature est l lafque de cration
3311,"Saint Augustin, reprenant la tradition philosophique grecque, voit dans les créatures deux types de nature : l'essence (essentia) et la substance (substantia).",French,Fre,Saint Augustin reprenant la tradition philosophique grecque voit dans les cratures deux types de nature l essentia et la substance substantia
3312,"Pour lui, « même le plus ignorant lit dans le monde ».",French,Fre,Pour lui bmame le plus ignorant lit dans le mondexbb
3313,Les clés d'accès aux Écritures sont alors les quatre sens de l'Écriture.,French,Fre,Les cls ds aux xccritures sont alors les quatre sens de lxccriture
3314,La littérature allégorique du Moyen Âge faisait appel à plusieurs de ces sens pour l'interprétation des textes.,French,Fre,La littrature allgorique du Moyen xcge faisait appel plusieurs de ces sens pour ltation des textes
